number,semester,name,instructors,schedule,level,id
Genetics 350,2017 Fall,b'Genetic Regulation of Organogenesis and Organ Regeneration',b'Richard Maas',,Graduate,114732
Genetics 351L,2018 Spring,b'Musculo-skeletal development',b'Olivier Pourquie',,Graduate,203793
Genetics 351L,2017 Fall,b'Musculo-skeletal development',b'Olivier Pourquie',,Graduate,203793
Genetics 352,2018 Spring,"b'Cardiovascular Development and Disease, Muscle Biology'",b'Da-Zhi Wang',,Graduate,127376
Genetics 352,2017 Fall,,b'Da-Zhi Wang',,Graduate,127376
Genetics 353,2018 Spring,b'Genetics of Human Disease',b'Susan Slaugenhaupt',,Graduate,122745
Genetics 353,2017 Fall,b'Genetics of Human Disease',b'Susan Slaugenhaupt',,Graduate,122745
Genetics 355,2018 Spring,b'Molecular Genetics of Human Neuromuscular Diseases',b'Alan Beggs',,Graduate,126288
Genetics 355,2017 Fall,b'Molecular Genetics of Human Neuromuscular Diseases',b'Alan Beggs',,Graduate,126288
Genetics 356,2018 Spring,b'Research in Molecular Cytogenetics',b'Cynthia Morton',,Graduate,107887
Genetics 356,2017 Fall,b'Research in Molecular Cytogenetics',b'Cynthia Morton',,Graduate,107887
Genetics 357,2018 Spring,b'Lung Stem Cell Biology and Cancer',b'Carla Kim',,Graduate,123104
Genetics 357,2017 Fall,b'Lung Stem Cell Biology and Cancer',b'Carla Kim',,Graduate,123104
Genetics 358,2018 Spring,b'Developmental Neurobiology and Genetics',b'Susan Dymecki',,Graduate,123342
Genetics 358,2017 Fall,,b'Susan Dymecki',,Graduate,123342
Genetics 359,2018 Spring,"b'Cancer and development, intestinal development/differentiation'",b'Ramesh Shivdasani',,Graduate,117740
Genetics 359,2017 Fall,"b'Cancer and development, intestinal development/differentiation'",b'Ramesh Shivdasani',,Graduate,117740
Genetics 360,2018 Spring,,b'Michael Demian Blower',,Graduate,123002
Genetics 360,2017 Fall,b'Microtubule Associated RNAs During Mitosis',b'Michael Demian Blower',,Graduate,123002
Genetics 361,2018 Spring,b'Epigenetic regulation by long noncoding RNAs',b'Jeannie Lee',,Graduate,125583
Genetics 361,2017 Fall,b'Epigenetic regulation by long noncoding RNAs',b'Jeannie Lee',,Graduate,125583
Genetics 362,2018 Spring,b'Molecular Biology and Genetics of Cancer',b'David Livingston',,Graduate,126670
Genetics 362,2017 Fall,b'Molecular Biology and Genetics of Cancer',b'David Livingston',,Graduate,126670
Genetics 366,2018 Spring,b'Molecular Genetic Approaches to Human Disease Mechanisms',b'Marcy MacDonald',,Graduate,110421
Genetics 366,2017 Fall,,b'Marcy MacDonald',,Graduate,110421
Genetics 368,2018 Spring,b'Molecular Genetics of Aging and Neurodegenerative Disorders',b'Bruce Yankner',,Graduate,128166
Genetics 368,2017 Fall,b'Molecular Genetics of Aging and Neurodegenerative Disorders',b'Bruce Yankner',,Graduate,128166
Genetics 369,2018 Spring,,b'Jen Sheen',,Graduate,115351
Genetics 369,2017 Fall,b'Molecular Mechanisms of Plant Signal Transduction',b'Jen Sheen',,Graduate,115351
Genetics 370,2018 Spring,b'Molecular Basis of Breast Cancer Initiation and Progression',b'Kornelia Polyak',,Graduate,115356
Genetics 370,2017 Fall,b'Molecular Basis of Breast Cancer Initiation and Progression',b'Kornelia Polyak',,Graduate,115356
Genetics 371,2018 Spring,b'Functional Genomics and Proteomics',b'Marc Vidal',,Graduate,115465
Genetics 371,2017 Fall,b'Functional Genomics and Proteomics',b'Marc Vidal',,Graduate,115465
Genetics 372,2018 Spring,b'Molecular Mechanisms of Aging and Age Related Diseases',b'David Sinclair',,Graduate,128167
Genetics 372,2017 Fall,,b'David Sinclair',,Graduate,128167
Genetics 373,2018 Spring,"b'Kidney Disease, Genetics, Cytoskeleton'",b'Martin Pollak',,Graduate,117272
Genetics 373,2017 Fall,"b'Kidney Disease, Genetics, Cytoskeleton'",b'Martin Pollak',,Graduate,117272
Genetics 374,2018 Spring,,b'Monica Colaiacovo',,Graduate,120007
Genetics 374,2017 Fall,b'Mechanisms underlying accurate meiotic chromosome segregation',b'Monica Colaiacovo',,Graduate,120007
Genetics 376,2018 Spring,b'Cell Cycle Control and Genomic Integrity',b'Stephen Elledge',,Graduate,120008
Genetics 376,2017 Fall,b'Cell Cycle Control and Genomic Integrity',b'Stephen Elledge',,Graduate,120008
Genetics 377,2018 Spring,b'Molecular Genetics of Chromosome Organization and Gene Expression',b'Mitzi Kuroda',,Graduate,120009
Genetics 377,2017 Fall,b'Molecular Genetics of Chromosome Organization and Gene Expression',b'Mitzi Kuroda',,Graduate,120009
Genetics 378,2018 Spring,"b'Aging, Stress Defenses, and Developmental Gene Regulation in C. elegans'",b'T. Blackwell',,Graduate,128168
Genetics 378,2017 Fall,,b'T. Blackwell',,Graduate,128168
Genetics 379,2018 Spring,b'Applying Population Genetics to Find Disease Genes',b'David Reich',,Graduate,119612
Genetics 379,2017 Fall,b'Applying Population Genetics to Find Disease Genes',b'David Reich',,Graduate,119612
Genetics 380,2018 Spring,,b'Evan Rosen',,Graduate,120011
Genetics 380,2017 Fall,b'Molecular Approaches to Metabolism and Energy Balance',b'Evan Rosen',,Graduate,120011
Genetics 382,2018 Spring,b'Muscle Stem Cell Commitment and Differentiation',b'Emanuela Gussoni',,Graduate,120180
Genetics 382,2017 Fall,b'Muscle Stem Cell Commitment and Differentiation',b'Emanuela Gussoni',,Graduate,120180
Genetics 383L,2018 Spring,"b'Genome structure and function, Neuropsychiatric genomics'",b'Michael Talkowski',,Graduate,204036
Genetics 383L,2017 Fall,"b'Genome structure and function, Neuropsychiatric genomics'",b'Michael Talkowski',,Graduate,204036
Genetics 385,2018 Spring,b'Cell Cycle Proteins in Development and Cancer',b'Peter Sicinski',,Graduate,128169
Genetics 385,2017 Fall,,b'Peter Sicinski',,Graduate,128169
Genetics 387,2018 Spring,b'Stem Cells and Developmental Biology',b'Chad Cowan',,Graduate,125403
Genetics 387,2017 Fall,b'Stem Cells and Developmental Biology',b'Chad Cowan',,Graduate,125403
Genetics 388,2018 Spring,b'Genetics of Neuronal Morphogenesis and Connectivity in C. Elegans',b'Maxwell Heiman',,Graduate,127400
Genetics 388,2017 Fall,b'Genetics of Neuronal Morphogenesis and Connectivity in C. Elegans',b'Maxwell Heiman',,Graduate,127400
Genetics 389,2018 Spring,b'Epigenomics of Allele-Specific Expression',b'Alexander Gimelbrant',,Graduate,128170
Genetics 389,2017 Fall,b'Epigenomics of Allele-Specific Expression',b'Alexander Gimelbrant',,Graduate,128170
Genetics 390QC,2018 Spring,b'Advanced Experimental Methods: Experimental Approaches in Genetic Analysis',b'Fred Winston',MTWRF 0830 AM - 0559 PM,Graduate,125362
Genetics 391,2018 Spring,"b'Human genome variation, schizophrenia, and the molecular biology of neurons and microglia'",b'Steven McCarroll',,Graduate,127407
Genetics 391,2017 Fall,"b'Human genome variation, schizophrenia, and the molecular biology of neurons and microglia'",b'Steven McCarroll',,Graduate,127407
Genetics 392,2018 Spring,b'Self-Renewal and Cancer',b'David Langenau',,Graduate,108113
Genetics 392,2017 Fall,b'Self-Renewal and Cancer',b'David Langenau',,Graduate,108113
Genetics 393,2018 Spring,b'Genetic basis of skeletal development and evolution',b'Matthew Harris',,Graduate,128192
Genetics 393,2017 Fall,b'Genetic basis of skeletal development and evolution',b'Matthew Harris',,Graduate,128192
Genetics 394,2018 Spring,b'How transcriptional networks rewire neuronal circuits',b'Jesse Gray',,Graduate,107885
Genetics 394,2017 Fall,b'How transcriptional networks rewire neuronal circuits',b'Jesse Gray',,Graduate,107885
Genetics 395,2018 Spring,,b'Stirling Churchman',,Graduate,107761
Genetics 395,2017 Fall,b'Regulation of global gene expression at high resolution',b'Stirling Churchman',,Graduate,107761
Genetics 396,2018 Spring,b'Genome Editing and Epigenome Editing',b'Keith Joung',,Graduate,108111
Genetics 396,2017 Fall,,b'Keith Joung',,Graduate,108111
Genetics 397,2018 Spring,b'Immunogenomics',b'Soumya Raychaudhuri',,Graduate,107630
Genetics 397,2017 Fall,b'Immunogenomics',b'Soumya Raychaudhuri',,Graduate,107630
Genetics 398,2018 Spring,b'Epigenetic regulation in stem cell/development & disease',b'Yi Zhang',,Graduate,109349
Genetics 398,2017 Fall,b'Epigenetic regulation in stem cell/development & disease',b'Yi Zhang',,Graduate,109349
Virology 200,2017 Fall,b'Introduction to Virology',b'Max Nibert & David Knipe & Priscilla Yang & Benjamin Gewurz & Philip Kranzusch & Margaret McLauglin-Drubin',W 0145 PM - 0344 PM,Undergraduate + Graduate,116413
Virology 201,2018 Spring,b'Virology',b'Benjamin Gewurz',MW 0230 PM - 0359 PM,Undergraduate + Graduate,110546
Virology 202,2017 Fall,b'Proposal Writing',b'Margaret McLauglin-Drubin & James DeCaprio & Daniel Lingwood & Sylvie Le Gall & Benjamin Gewurz & Sean P.J. Whelan',W 0145 PM - 0459 PM,Undergraduate + Graduate,117649
Virology 300QC,2018 Spring,b'Advanced Topics in Virology',b'David Cardozo',,Graduate,127510
Virology 300QC,2017 Fall,b'Advanced Topics in Virology',b'David Cardozo',,Graduate,127510
Virology 300R,2018 Spring,b'Introduction to Research',b'Sean P.J. Whelan',,Graduate,115484
Virology 300R,2017 Fall,b'Introduction to Research',b'Sean P.J. Whelan',,Graduate,115484
Virology 301,2018 Spring,b'Herpes Virus Interaction with the Host Cell',b'David Knipe',,Graduate,121197
Virology 301,2017 Fall,b'Herpes Virus Interaction with the Host Cell',b'David Knipe',,Graduate,121197
Virology 301QC,2018 Spring,b'Advanced Topics in Virology - Viral Oncology',b'James DeCaprio',TR 0430 PM - 0559 PM,Graduate,127484
Virology 303,2018 Spring,b'AIDS Pathogenesis Research in the Nonhuman Primate Model of SIV Infection with a Focus on Host Immun',b'Amitinder Kaur',,Graduate,125740
Virology 303,2017 Fall,b'AIDS Pathogenesis Research in the Nonhuman Primate Model of SIV Infection with a Focus on Host Immun',b'Amitinder Kaur',,Graduate,125740
Virology 304,2018 Spring,b'Molecular Biology of Kaposi&apos;s Sarcoma-Associated Herpes Virus',b'Kenneth Kaye',,Graduate,112853
Virology 304,2017 Fall,b'Molecular Biology of Kaposi&apos;s Sarcoma-Associated Herpes Virus',b'Kenneth Kaye',,Graduate,112853
Virology 305,2018 Spring,b'Entry and Replication of Negative-Strand RNA Viruses',b'Sean P.J. Whelan',,Graduate,117886
Virology 305,2017 Fall,b'Entry and Replication of Negative-Strand RNA Viruses',b'Sean P.J. Whelan',,Graduate,117886
Virology 306QC,2018 Spring,b'Viruses of Bacteria and Archaea: Updates on Recent Key Literature',b'Max Nibert',TR 0130 PM - 0329 PM,Graduate,204372
Virology 308,2018 Spring,b'Molecular Genetics of Herpes Virus',b'Donald Coen',,Graduate,112128
Virology 308,2017 Fall,b'Molecular Genetics of Herpes Virus',b'Donald Coen',,Graduate,112128
Virology 309,2018 Spring,"b'Immunology of Pregnancy, Tolerance and Multiple Sclerosis'",b'Jack L. Strominger',,Graduate,113580
Virology 309,2017 Fall,"b'Immunology of Pregnancy, Tolerance and Multiple Sclerosis'",b'Jack L. Strominger',,Graduate,113580
Virology 310,2018 Spring,b'Viruses and Cancer',b'James DeCaprio',,Graduate,111328
Virology 310,2017 Fall,b'Viruses and Cancer',b'James DeCaprio',,Graduate,111328
Virology 311,2018 Spring,b'Molecular Biology of Epstein-Barr Infection',b'Frederick Wang',,Graduate,142296
Virology 311,2017 Fall,,b'Frederick Wang',,Graduate,142296
Virology 312,2018 Spring,b'Molecular Biology of Epstein Barr Virus infection and Transformation of B Lymphocytes',b'Elliott Kieff',,Graduate,132895
Virology 312,2017 Fall,b'Molecular Biology of Epstein Barr Virus infection and Transformation of B Lymphocytes',b'Elliott Kieff',,Graduate,132895
Virology 313,2018 Spring,,b'Ronald Desrosiers',,Graduate,131444
Virology 313,2017 Fall,b'Molecular Basis for Simian Virus Pathogenesis',b'Ronald Desrosiers',,Graduate,131444
Virology 314,2018 Spring,b'Viral Oncoproteins as Probes to Study the Regulation of Cell Growth and Differentiation',b'Karl Munger',,Graduate,143399
Virology 314,2017 Fall,b'Viral Oncoproteins as Probes to Study the Regulation of Cell Growth and Differentiation',b'Karl Munger',,Graduate,143399
Virology 315,2018 Spring,b'Mechanisms of Transcriptional Repression in Eukaryotic Cells',b'Yang Shi',,Graduate,114054
Virology 315,2017 Fall,b'Mechanisms of Transcriptional Repression in Eukaryotic Cells',b'Yang Shi',,Graduate,114054
Virology 317,2018 Spring,b'Virology and Immunology of Human Retroviruses',b'Myron Essex',,Graduate,127530
Virology 317,2017 Fall,,b'Myron Essex',,Graduate,127530
Virology 318,2018 Spring,b'Persistence and Pathogenesis of Hepatitis C Virus Infection',b'Raymond Chung',,Graduate,125281
Virology 318,2017 Fall,b'Persistence and Pathogenesis of Hepatitis C Virus Infection',b'Raymond Chung',,Graduate,125281
Virology 319,2018 Spring,,b'David Livingston',,Graduate,116931
Virology 319,2017 Fall,b'Functional Analysis of Tumor Suppression Genes',b'David Livingston',,Graduate,116931
Virology 320,2018 Spring,b'Pathogenesis of Human Retroviruses',b'Joseph G. Sodroski',,Graduate,110813
Virology 320,2017 Fall,b'Pathogenesis of Human Retroviruses',b'Joseph G. Sodroski',,Graduate,110813
Virology 321,2018 Spring,b'Retroviral DNA Integration',b'Alan Engelman',,Graduate,119740
Virology 321,2017 Fall,b'Retroviral DNA Integration',b'Alan Engelman',,Graduate,119740
Virology 322,2018 Spring,b'HIV Molecular Biology and Pathogenesis',b'Dana Gabuzda',,Graduate,125161
Virology 322,2017 Fall,,b'Dana Gabuzda',,Graduate,125161
Virology 323,2018 Spring,b'Immunobiology of Epstein-Barr Virus Receptor; Pathogenesis of EBV and B-cell tumors',b'Joyce Fingeroth',,Graduate,112532
Virology 323,2017 Fall,b'Immunobiology of Epstein-Barr Virus Receptor; Pathogenesis of EBV and B-cell tumors',b'Joyce Fingeroth',,Graduate,112532
Virology 324,2018 Spring,,b'James Cunningham',,Graduate,110488
Virology 324,2017 Fall,b'Emerging Viruses',b'James Cunningham',,Graduate,110488
Virology 325,2018 Spring,"b'Retroviral Pathogenesis; AIDS Vaccine Development, and the Nature of Protective Immunity'",b'Ruth Ruprecht',,Graduate,112534
Virology 325,2017 Fall,"b'Retroviral Pathogenesis; AIDS Vaccine Development, and the Nature of Protective Immunity'",b'Ruth Ruprecht',,Graduate,112534
Virology 326,2018 Spring,b'Pathogenesis and Treatment of Human Retrovirus and Herpesvirus Infection',b'Martin Hirsch',,Graduate,131568
Virology 326,2017 Fall,b'Pathogenesis and Treatment of Human Retrovirus and Herpesvirus Infection',b'Martin Hirsch',,Graduate,131568
Virology 328,2018 Spring,b'Humoral Response to Retroviral Infections in Humans; Identification of Coding Sequence of Human Retr',b'Tun-hou Lee',,Graduate,112533
Virology 328,2017 Fall,,b'Tun-hou Lee',,Graduate,112533
Virology 329,2018 Spring,b'Immune control of HIV and implications for vaccine development',b'Bruce Walker',,Graduate,112807
Virology 329,2017 Fall,b'Immune control of HIV and implications for vaccine development',b'Bruce Walker',,Graduate,112807
Virology 330,2018 Spring,,b'David Cardozo',,Graduate,117526
Virology 330,2017 Fall,b'Critical Readings in Virology',b'David Cardozo',,Graduate,117526
Virology 331,2018 Spring,"b'Polyomavirus JC, the Etiologic Agent of Progressive Multifocal Eukoencephalopathy (PML)'",b'Igor Koralnik',,Graduate,125282
Virology 331,2017 Fall,"b'Polyomavirus JC, the Etiologic Agent of Progressive Multifocal Eukoencephalopathy (PML)'",b'Igor Koralnik',,Graduate,125282
Virology 332,2018 Spring,b'Protein Phosphorylation and Gene Expression in Normal and Transformed Cells',b'Raymond Erikson',,Graduate,116035
Virology 332,2017 Fall,b'Protein Phosphorylation and Gene Expression in Normal and Transformed Cells',b'Raymond Erikson',,Graduate,116035
Virology 333,2018 Spring,,b'Daniel Kuritzkes',,Graduate,118844
Virology 333,2017 Fall,"b'Antiretroviral Drug Resistance, and Drug Resistant Human Immunodeficiency Virus'",b'Daniel Kuritzkes',,Graduate,118844
Virology 336,2018 Spring,b'Genetic Changes in HIV and Hepatitis C Virus',b'Todd Allen',,Graduate,125283
Virology 336,2017 Fall,b'Genetic Changes in HIV and Hepatitis C Virus',b'Todd Allen',,Graduate,125283
Virology 339,2018 Spring,"b'Mechanisms of HIV Protein Degradation, Epitope Processing and Presentation to Virus-specific CD8 T c'",b'Sylvie Le Gall',,Graduate,125855
Virology 339,2017 Fall,"b'Mechanisms of HIV Protein Degradation, Epitope Processing and Presentation to Virus-specific CD8 T c'",b'Sylvie Le Gall',,Graduate,125855
Virology 347,2018 Spring,"b'Reovirus Structure, Assembly, and Particle Functions in Entry and RNA Synthesis'",b'Max Nibert',,Graduate,115350
Virology 347,2017 Fall,"b'Reovirus Structure, Assembly, and Particle Functions in Entry and RNA Synthesis'",b'Max Nibert',,Graduate,115350
Virology 348,2018 Spring,b'Immunopathogenesis of HIV-1 and the Development of HIV-1 Vaccine Strategies',b'Dan Barouch',,Graduate,123149
Virology 348,2017 Fall,b'Immunopathogenesis of HIV-1 and the Development of HIV-1 Vaccine Strategies',b'Dan Barouch',,Graduate,123149
Virology 349,2018 Spring,,b'Xiaowei Zhuang',,Graduate,126451
Virology 349,2017 Fall,b'Imaging Techniques to Study the Behavior of Individual Biological Molecules and Complexes in Vitro a',b'Xiaowei Zhuang',,Graduate,126451
Virology 351,2018 Spring,b'Molecular Mechanisms of HIV (Human Immunodeficiency Virus) Viral Entry',b'Bing Chen',,Graduate,109093
Virology 351,2017 Fall,,b'Bing Chen',,Graduate,109093
Virology 352,2018 Spring,b'Biology and Evolution of Human Adenoviruses',b'James Chodosh',,Graduate,109094
Virology 352,2017 Fall,b'Biology and Evolution of Human Adenoviruses',b'James Chodosh',,Graduate,109094
Virology 353,2018 Spring,"b'Genetic and proteomic analysis of Epstein-Barr virus replication, pathogenesis and cancer biology'",b'Benjamin Gewurz',,Graduate,160979
Virology 353,2017 Fall,"b'Genetic and proteomic analysis of Epstein-Barr virus replication, pathogenesis and cancer biology'",b'Benjamin Gewurz',,Graduate,160979
Virology 356,2018 Spring,b'Pattern recognition by the B cell receptor',b'Daniel Lingwood',,Graduate,204094
Virology 356,2017 Fall,b'Pattern recognition by the B cell receptor',b'Daniel Lingwood',,Graduate,204094
Speech & Hearing Sciences 200,2017 Fall,"b'Acoustics, Production and Perception of Speech'",b'Satrajit Ghosh & Hideko Nakajima & John Rosowski',W 0100 PM - 0159 PM,Undergraduate + Graduate,108212
